sla,rating,complaint_ref_no,incident_date,mode,channel_type,from_fois,complaint_type,sub_type,zn_cd,div_cd,dept_cd,\nSTATUS,\ncreated_on,modified_on,diff,complaint,remarks,train_station,own_zn_cd,own_div_cd,commodity_name,forwarded,train_class,berth_no,feedback_remarks,next_station,physical_coach_no,train_name
No,,2.02404E+12,02-04-2024 18:05,T,A,0,Miscellaneous,Miscellaneous,SC,SC,CHG,Closed,02-04-2024 18:09,02-04-2024 18:31,00:22,Some local mmts trains are stopping very slowly on the platform as a result many are boarding and deboarding while the train is still running. Can we standardise this because it should stop quickly after arriving on the platform. Slow stoppage on a platform is also causing the train to get delayed significantly because after 10 stations the train will be late by 10 mins as a train is taking 1 minute to stop after arrival at platform ,Sir detained at BMT  cross Movements of 12760.  Inconvenience caused is regretted. ,47187,SC,SC,,1,,,,,,LPI-FM [SUBURBAN]
No,,2.02404E+12,,T,H,0,Electrical Equipment,Air Conditioner ,SB,BSP,ELE,Closed,02-04-2024 18:09,02-04-2024 18:15,00:05,PNR 6134005547 and Phone Number 8817012175,"Sir, your complaint registered and informed to on-board ac staff for rectification, sorry for inconvenience.",18237,SB,BSP,,,3A,71,,BPHB,223423,KRBA-ASR EXP [MAIL EXPRESS]
No,,2.02404E+12,02-04-2024 18:08,T,M,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,SE,RNC,CML,Closed,02-04-2024 18:09,02-04-2024 18:57,00:48,I am travelling from hatia to katpadi from smvt Bengaluru sf express and many passenger without ticket comes to reservation classes plzz see this matter urgently ......train no 12835,Onboard TTE attended and resolved the issue.  ,12835,SE,RNC,,1,,,,,,HTE-SMVB SUF EXPRESS [SUPERFAST]
SLA 1,,2.02404E+12,,T,H,0,Coach - Cleanliness,Coach Interior,WR,RTM,CNW,Closed,02-04-2024 18:09,02-04-2024 21:41,03:31,AI Generated Complaint Description:The primary berths have not been cleaned in train number 163902.  Complaint User Input:The prime booties have not been cleaned in train number 16 Yeah 3902,"Respected Passenger, the inconvenience caused is regretted. Your complaint has been attended by OBHS Staff NIKHILESH . Your feedback on our efforts will be highly appreciated. We wish you a happy, safe and comfortable journey ahead.         ",19302,WR,RTM,,2,3E,50,,,223239,YPR  INDB EXP  [MAIL EXPRESS]
No,,2.02404E+12,02-04-2024 18:07,T,A,0,Electrical Equipment,Air Conditioner ,NR,FZR,ELE,Closed,02-04-2024 18:10,02-04-2024 19:08,00:58,AC is too cold. No attendant available. The number displayed on screen is wrong. Very disappointed. Need urgent solution ," Sir, as per on board staff, passenger feeling cold so coach temperature setting change from 3(23.0*C) to 5(25.0*C). now coach temperature is as per passenger comfort. talk to passenger. passenger satisfied. thanks.",22487,NR,FZR,,,CC,30,,LDH,235750,DLI-ASR VNDB EXP [VANDE BHARAT]
SLA 1,Unsatisfactory,2.02404E+12,,S,H,0,Cleanliness,Toilet,SC,BZA,CNW,Closed,02-04-2024 18:10,02-04-2024 20:11,02:01,caller bol rahe ki station par toilet clean nahi hai,"Sir, Sorry for the inconvenience caused. The issue was attended at RAJAHMUNDRY. Thank you for bringing the matter to our notice and assure you of our best services. Please give your valuable feedback to further improve our services.",RJY,,,,3,,,"How to close complaint , without cleaning of toilet, I m not satisfied with your closer producers ",,,NA
No,,2.02404E+12,02-04-2024 18:08,T,W,0,Security,Others ,NW,JP,CML,Closed,02-04-2024 18:11,02-04-2024 18:18,00:07,Need lower berths for my senior citizens parents ,प्रिय  यात्री  ऑन ड्यूटी  स्टाफ को  आप  की सहायता  के लिये नोट कराया गया हे | श्रीमान आप को  हो रही असुविधा के लिये खेद हे | ,12413,NR,FZR,,,3A,19,,AWR,,AII-JAT POOJA EXP [SUPERFAST]
SLA 2,,2.02404E+12,02-04-2024 18:07,T,W,0,Coach - Maintenance,Broken/Missing Toilet Fittings,WR,RTM,CNW,Closed,02-04-2024 18:11,03-04-2024 02:47,08:36,Flush not working in toilet,"Respected Passenger, the inconvenience caused is regretted. Your complaint has been attended at NGP.STAFF SAID ALL FLUSH WORKING CONDITION,  Your feedback on our efforts will be highly appreciated. We wish you a happy, safe and comfortable journey ahead.   ",20917,WR,RTM,,8,3A,1,,BPL,181061,INDORE PURI HMSF [SUPERFAST]
No,,2.02404E+12,02-04-2024 18:10,T,M,0,Security,Nuisance by Hawkers/Beggar/Eunuch,NE,BSB,CML,Closed,02-04-2024 18:11,02-04-2024 18:48,00:37, Concerned about my parents safety (senior citizens) after they were spoken rudely by the group of fellow passengers while simply asking for a seat. No one should feel dominated or intimidated. #SafetyFirst #Respect PNR : 2905697797   8368120959,महोदय  आपकी समस्या के समाधान हेतु कार्यरत टी टी ई एवं सुरक्षा नियंत्रक     LKO  को RPF STAFF ATTENED कर समस्या के समाधान हेतु सूचित किया गया है जो शीघ्र ही आपकी समस्या का समाधान करेंगे ।आपको हुई असुविधा के लिए खेद है।  ,15025,NE,BSB,,3,3A,1,,LKO,177135,MAU-ANVT EXPRESS [MAIL EXPRESS]
No,Excellent,2.02404E+12,,T,H,0,Electrical Equipment,Charging Points,SR,MAS,ELE,Closed,02-04-2024 18:11,02-04-2024 19:25,01:13,Customer complaint the caller saying charging points is not working on the general coach .,"Dear Sir, regarding your complaint, on-Board Staff checked and noticed that RCBO had tripped, same reset. Supply restored now. We strive to offer our best services always. Thanking You.",6079,SR,MAS,,,,,,,,NCB-ERS SRKE SPL
SLA 1,,2.02404E+12,02-04-2024 18:10,T,W,0,Electrical Equipment,Air Conditioner ,WC,JBP,CHG,Closed,02-04-2024 18:11,02-04-2024 21:38,03:26,"AC not working properly from yesterday. Is this how indian railway is treating passenger in 2nd AC. Ac is not working,very hot inside coach.","Respected Sir, We regret for your inconvenience. This train is running late due to bunching of  trains in section. Sir we are trying to improve our punctuality by giving clear path and make up the time as much as possible. Inconvenience caused is deeply regretted.",5272,EC,SEE,,1,2A,17,,PPI,,YPR-MFP-EXPRESS SPL [TRAIN ON DEMAND]
No,Excellent,2.02404E+12,02-04-2024 18:08,T,A,0,Coach - Cleanliness,Coach Interior,SE,CKP,CNW,Closed,02-04-2024 18:11,02-04-2024 18:40,00:28,Coach is very nasty ....not cleaned...complained to TTE but not responding & told it's not his job,"Sir,      Sorry for inconvenience caused. Your Complaint has been attended and Cleaning done by On Board Cleaning staff.",18103,SE,CKP,,,3A,12,Great job done ,LKO,178138,TATA-ASR JALINWALABAG EXP [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Coach - Cleanliness,Toilet,SC,SC,CNW,Closed,02-04-2024 18:12,02-04-2024 18:52,00:39,PNR 6628820432 and Phone Number 8096741467,0,12792,SC,SC,,,SL,6,,JMKT,227701,DNR-SC EXP [SUPERFAST]
SLA 1,,2.02404E+12,,T,H,0,Coach - Cleanliness,Toilet,SW,UBL,CNW,Closed,02-04-2024 18:12,02-04-2024 21:13,03:01,PNR 4611073113 and Phone Number 6366649126,Sir inconvenience caused is deeply regretted. Seat clean done HPT station Spoken with passenger ,16546,SW,SBC,,1,SL,8,,SRNM,136272,SNNR-YPR EXPRESS [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,EC,DNR,CML,Closed,02-04-2024 18:12,02-04-2024 19:04,00:52,AI Generated Complaint Description:An unauthorized person is sitting in my reserved seat on the train.  Complaint User Input:An unauthorised personal sitting in my train in my seat,"The concerned officials have been informed to remove unauthorized passengers. However, the inconvenience caused is deeply regretted. Thank you for reaching out to us. We wish you a happy & safe journey.",12394,EC,DNR,,6,SL,78,,CNB,217128,SAMPOORNA KRANTI EXPRESS [SUPERFAST]
No,,2.02404E+12,,T,H,0,Bed Roll,Non Availability,EC,DNR,CNW,Closed,02-04-2024 18:12,02-04-2024 18:26,00:13,AI Generated Complaint Description:Haven't received any bedroll from coach attendant after boarding at Vindhyachal.  Complaint User Input:विंध्याचल से बोर्डिंग किया है अभी तक कोच अटेंडेंट लेके नहीं आया है कुछ भी और बाथरूम भी बहुत ज्यादा वसीम कर रहा,"Your inconvenience is deeply regretted.  On board staff [ TUNTUN KUMAR] rectified the complaint by [BED ROLL HAS BEEN PROVIDED].  Wish you very happy journey, Sir.    ",13202,EC,DNR,,,3A,42,,DDU,205454,LTT - PNBE EXPRESS [MAIL EXPRESS]
No,,2.02404E+12,02-04-2024 18:11,T,M,0,Punctuality,Late Running,WC,KOTA,CHG,Closed,02-04-2024 18:12,02-04-2024 19:42,01:30,"Your Mewar 12964 timing is very bad, time is 12:05, I always reach late at station, because of your timing I missed Etawah 19811. very bad system ? my PNR:- 2412506050 ",train running right time. at kota arrival depparture .,12964,NW,AII,,2,SL,58,,,225042,MEWAR EXPRESS [SUPERFAST]
No,,2.02404E+12,,T,H,0,Medical Assistance,Medical Assistance,NE,LJN,CML,Closed,02-04-2024 18:12,02-04-2024 18:38,00:26,The customer requires medical assistance  as they are facing health issues ,यात्री से संपर्क करके सम्पूर्ण जानकारी ली गई एवं मामले को  उप स्टेशन वाणिज्य  अधीक्षक गोरखपुर को चिकित्सा सुविधा के लिए नोट करा दिया वह आपके लिए आवश्यक चिकित्सा सुविधा की व्यवस्था करेगा। ,15204,EC,SEE,,1,,,,,,LUCKNOW-BARAUNI  EXPRESS [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,WC,KOTA,CML,Closed,02-04-2024 18:12,02-04-2024 19:05,00:52,unauthorized person seat on other person seat and distrup to other passenger ,As per conversation with passenger problem has been resolved. Thank you.,12938,WR,ADI,,4,SL,36,,AF,215110,GARBHA EXPRESS [SUPERFAST]
No,,2.02404E+12,,T,H,0,Staff Behaviour,Staff Behaviour,WR,BCT,CNW,Closed,02-04-2024 18:12,02-04-2024 19:16,01:04,AI Generated Complaint Description:The coach attendant misbehaved with a passenger.  Complaint User Input:कोच अटेंडेंट मिसबिहेव विथ पैसेंजर,"Dear Sir, inconvenience is deeply regretted. The concerned staff is counselled to be prompt in future. The supervision in this area is tightened up to avoid the recurrence. Regards!",12926,WR,BCT,,2,2A,50,,MTJ,130536,PASCHIM EXPRESS [SUPERFAST]
SLA 1,,2.02404E+12,,T,H,0,Medical Assistance,Medical Assistance,NF,LMG,CML,Closed,02-04-2024 18:13,02-04-2024 19:24,01:10,The customer requires medical assistance  as they are facing health issues  vomiting  fever breeding problems  EMERGENCY  ,"Doctor attended at CPK, call made with the complainant before closing the complaint.",15625,NF,LMG,,,3A,1,,CPK,151515,DGHR-AGTL EXPRESS [MAIL EXPRESS]
No,,2.02404E+12,,S,H,0,Security,Luggage Left Behind/Unclaimed/Suspected Articles,WC,JBP,RPF,Closed,02-04-2024 18:13,02-04-2024 19:15,01:02,Customer has complained that she has left the luggage behind ( bag) at the railway station. Platform No :-2, शिकायतकर्ता अर्चना ठाकुर मोबाइल नंबर 6379358632 द्वारा बताया कि सतना स्टेशन के प्लेटफार्म नंबर दो पर फुट ओवर ब्रिज सीढ़ी उतरने के बाद बैठने की चेयर पर उनका ब्लैक कलर का पिट्ठू बैग छूट गया है तलाश करवाने हेतु रेल सुरक्षा बल पोस्ट सतना प्रधान आरक्षक आर.के. सिंह एवं जीआरपी कंट्रोल जबलपुर को सूचना दी गई है शिकायत के संबंध में रेल सुरक्षा बल पोस्ट सतना प्रधान आरक्षक आर.के. सिंह द्वारा बताया कि शिकायतकर्ता के बताएं अनुसार बैग को तलाश कर लिया गया है जिसकी सूचना शिकायतकर्ता को दी गई व्हाट्सएप के माध्यम से शिकायतकर्ता से बैग की पहचान कर  शिकायत का समाधान किया गया ,STA,,,,,,,,,,NA
SLA 1,Satisfactory,2.02404E+12,,T,H,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,SC,GNT,CML,Closed,02-04-2024 18:13,02-04-2024 22:28,04:15,Customer complained that There is an unauthorized person in the SLR Coach Coach No :- S8     ,"We are in receipt of your complaint regarding unauthorized passengers travelling in reserved coaches of train No._.  Because of Exam season, there is heavy rush. Despite running of special trains and attaching additional coaches, as per feasibility; overcrowding is being reported. Efforts are also being made to regulate the entry and travel of unauthorized passengers. We appreciate your patience and understanding during this time. With continuous efforts we are able to resolve the issue at Giddalur. we appreciated your feedback. Thank you for using Railmadad.",18048,SE,KGP,,5,SL,57,,DHNE,118205,VSG SHM AMARAAVATI EXP  [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,NF,LMG,CNW,Closed,02-04-2024 18:13,02-04-2024 19:08,00:55,customer ka khena hai ki gate ke pass mai railway ke kuch staff hai unhone gate pura block kar diya hai passenger ka station aara hai but staff gate ke side se hatt nahi rahe hai    B3,passenger left the train and informed to concern to take necessary action,15657,NF,LMG,,2,3A,2,,SGG,224833,BRAHMAPUTRA MAIL [MAIL EXPRESS]
SLA 2,,2.02404E+12,,T,H,0,Medical Assistance,Medical Assistance,NC,ALD,CML,Closed,02-04-2024 18:13,02-04-2024 23:07,04:54,The customer requires medical assistance  as they are facing health issues  Train No :- 14864 Coach No :-  M2   41  Lower Berth   Customer mobile no:-8384902000   ,Medical assistance provided by Dr.Rohit chak at TDL,14864,NW,JU,,1,3E,41,,IDH,232636,MARUDHAR EXPRES [MAIL EXPRESS]
No,Excellent,2.02404E+12,,T,H,0,Electrical Equipment,Air Conditioner ,EC,SEE,ELE,Closed,02-04-2024 18:13,02-04-2024 18:33,00:19,AI Generated Complaint Description:The air conditioning is not working properly.  Complaint User Input:हाइको लिंक प्रॉब्लम ए सी इस नॉट वर्किंग प्रोपरली,महोदय आपको हुई असुविधा के लिए हमें बेहद खेद है l आपके कंप्लेन के अनुसार आप M-1 44 कोच में सफर कर रहे हैं और आपके कोच में ठंड लग रहा है इसके लिए मैकेनिक ओबेद आलम को बताया गया वे बताएं की पहले से चार कंप्रेसर चल रहा था उसके बाद दो कंप्रेसर को बंद किया गया है अब कॉलिंग नॉर्मल हो रही है महोदय आपने भी इस  बात की पुष्टि किए हैं आपके रजामंदी से इस कंप्लेंट को बंद किया जा रहा है आप अपना महत्वपूर्ण फीडबैक देकर हमें प्रोत्साहित करें धन्यवाद।,15232,EC,SEE,,,3E,44,A hopefully and actively request my request get resolved in a short time  Thanks for good service,BDL,227257,GONDIA - BJU EXPRESS  [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Miscellaneous,Miscellaneous,SC,BZA,CML,Closed,02-04-2024 18:14,02-04-2024 19:10,00:56,ISSUE : AS PER PNR THE PASSENGER GOT CONFIRMATION IN 2S BUT THE TRAIN STATUS SHOWING ONLY THE GENERAL COACH SO  PLEASE HELP TO TRAVEL BY INFO SOON CUSTOMER MOBILE NO :6305293679 TRAIN NO :  17237 COACH :   D2 ," Sir, Spoken with the complainant and necessary information provided. Thank you.     ",17237,SC,BZA,,,,,,,,BTTR-MAS [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Electrical Equipment,Air Conditioner ,SB,BSP,ELE,Closed,02-04-2024 18:14,02-04-2024 18:19,00:05,AI Generated Complaint Description:The air conditioner in my coach is not working.  Complaint User Input:मेरे कोच में एसी वर्क नहीं कर रहा है बीफ पाइप," Sir, your complaint registered and informed to on-board ac staff for rectification, sorry for inconvenience.",18237,SB,BSP,,,3A,35,,RJN,141594,KRBA-ASR EXP [MAIL EXPRESS]
SLA 1,Unsatisfactory,2.02404E+12,,T,H,0,Electrical Equipment,Air Conditioner ,WC,JBP,CHG,Closed,02-04-2024 18:14,02-04-2024 21:38,03:23,AI Generated Complaint Description:The air conditioning is not functioning in my coach.  Complaint User Input:Air condition not working in my coach,"Respected Sir, We regret for your inconvenience. This train is running late due to bunching of  trains in section. Sir we are trying to improve our punctuality by giving clear path and make up the time as much as possible. Inconvenience caused is deeply regretted.",5272,EC,SEE,,1,2A,1,"Worst train with zero facilities, No AC, No cleanness, ",PPI,,YPR-MFP-EXPRESS SPL [TRAIN ON DEMAND]
No,,2.02404E+12,,T,H,0,Security,Passenger Missing/Not responding call,ER,ASN,RPF,Closed,02-04-2024 18:14,02-04-2024 18:24,00:09,CUSTOMER SE CONTACT NHI HO PA RHA H CALL MSG KUCH BHI REPLY NHI KR RHE H ,"Conversation made with the complainant namely Priti Jha who stated that his friend namely Kritika Jha who is travelling by train no. 12023, coach-D12, berth no. 06 and she could not contact with her. Accordingly matter informed to on duty officer of JSME post for necessary action.",12023,EC,DNR,,,2S,6,,JSME,226380,HOWRAH PATNA JANSHATABDI [JAN SHATABDI]
No,,2.02404E+12,,S,H,0,Catering & Vending Services,Overcharging ,EC,DNR,CML,Closed,02-04-2024 18:15,02-04-2024 18:30,00:15,Customer has raised a complaint that there is over charging for cofee  ,"Dear sir, we have informed your matter to the concerned officials for necessary action. Thank you for sharing with us. ",JAJ,,,,,,,,,,NA
No,,2.02404E+12,,T,H,0,Security,Luggage Left Behind/Unclaimed/Suspected Articles,EC,DHN,RPF,Closed,02-04-2024 18:15,02-04-2024 18:59,00:44,"Customer has complained that he has left the luggage behind  ladish hand me 2 mobile sona ,rupaya tha ","महोदय, अपनी शिकायत से रेसुब को अवगत कराने के लिए धन्यवाद् | आपकी शिकायत को नोट कर लिया गया है | चुकी आपका मामला राजकीय रेल पुलिस से सम्बंधित है इसलिए मामले कि छानबीन हेतु राजकीय रेल पुलिस धनबाद (GRP.) को सूचित कर दिया गया है | उनके द्वारा किए गए कार्यवाही से आपको अवगत कराया जायेगा | आप अपने गंतब्य स्टेशन जसीडिह पर राजकीय रेल पुलिस (GRP.) में अपना FIR करा सकते हैं जिसके लिए वहां के RPF द्वारा आपको सहयोग किया जायेगा | उक्त शिकायत बाबत रेसुब धनबाद   को सूचित किया गया है , उनके द्वारा जीआरपी से समन्वय कर छानबीन किया जा रहा है |उन्हें CCTV अवलोकन हेतु निर्देशित किया गया है |किसी सुराग मिलने की स्तिथि में आपके मोबाइल न. पर सूचित किया जायेगा |रेल मदद से संपर्क हेतु धन्यवाद् |",18622,SE,RNC,,3,SL,71,,PNBE,158263,HTE PNBE PATLIPUTRA EXP [MAIL EXPRESS]
No,,2.02404E+12,02-04-2024 18:14,S,A,0,Reserved Ticketing,E-Ticketing,IRC,IRC,IRC,Closed,02-04-2024 18:15,02-04-2024 18:18,00:02,"In connection with the previous complaint No. 2024040205037. No sir, I did not selected under lower berth quota. I'm booking under general category. Now I'm unable to book the ticket even without selecting any Reservation choice. Please do the needful. it's showing same Error message as earlier. Please provide me expert opinion. Thank you.","Dear Customer,  Kindly provide step by step screen shot to assist you better .",,,,,,,,,,,NA
No,Unsatisfactory,2.02404E+12,02-04-2024 18:14,T,A,0,Punctuality,Late Running,NR,DLI,CHG,Closed,02-04-2024 18:15,02-04-2024 20:07,01:52,14728 Train Status yet not fet in NTES ,"Sir Madam, Greetings of the day!   Indian Railway is here to serve you.  It is intimated that train delayed due to passage constraints so train movement affected.   However, to minimize the late running time and improve the quality of service necessary action has been initiated. We assure you to render better service and avoid such type problem in future. Please submit feedback (Rating) and remark, as action initiated by this office and quality of response is received by you.",14728,NW,BKN,,3,,,No action taken ,,,TKJ SGNR EXP [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Electrical Equipment,Air Conditioner ,SB,BSP,ELE,Closed,02-04-2024 18:15,02-04-2024 18:21,00:05,AI Generated Complaint Description:The air conditioner in my coach is not working.  Complaint User Input:मेरे कोच में एयर कंडीशनर काम नहीं कर रहा है," Sir, your complaint registered and informed to on-board ac staff for rectification, sorry for inconvenience.",18237,SB,BSP,,,3A,39,,RJN,141594,KRBA-ASR EXP [MAIL EXPRESS]
No,Unsatisfactory,2.02404E+12,02-04-2024 18:12,T,M,0,Punctuality,Late Running,EC,DNR,CHG,Closed,02-04-2024 18:16,02-04-2024 19:28,01:12," train no 03278 is still at Karisath station (KRS) for 1 hour. I wonder why is this train running, if railway has no time to include this train in their schedule. We daily  5-6 trains are passed through main line in 1 hours. And Drm will reply that there was block in line, as he did last time. Please improve service and value our time. We are working people. Time is more important than money. Charge us extra fair but give proper service.","Dear sir due to block for critical safety work and precedence of trains ,your suggestion have been noted and extremely sorry for inconvenience. ",3278,EC,DNR,,,,,"Please improve train running service, of daily passenger trains. We suffer daily due to this.",,,BXR-PNBE MEMU [MEMU]
SLA 1,,2.02404E+12,,T,H,0,Catering & Vending Services,Service Quality & Hygiene,IRC,EAST_ZONE,IRCTG,Closed,02-04-2024 18:16,02-04-2024 21:27,03:11,Customer has raised a complaint due to over charging of food please help  Train No :- 13201 Coach No :- S3 seat number 47  Customer mobile no:- 9987968348,"Sir, attended by catering staff. Apologized and necessary assistance provided to you. Now problem solved. However, the concerned service provider has been advised to ensure proper service to the passenger. Inconvenience regretted.",13201,EC,DNR,,,SL,47,,GAR,217892,PNBE LTT EXPRESS [MAIL EXPRESS]
No,,2.02404E+12,,S,H,0,Reserved Ticketing,Inadequate Counters,NF,KIR,CML,Closed,02-04-2024 18:16,02-04-2024 18:40,00:24,customer said that he cancel his tickect but he didnt recieved his refund ,"Talked with the complainant  , he booked his ticket  ( journey date 25.04.2024 )from FBG to ANVT by train no 12487 in sleeper class . He went to the FBG station for cancellation of his ticket on 30.03.2024 through UPI mode of transaction.  But the amount of the ticket has not been received till now  . Informed to the complainant the amount will automatically returned back in your bank within 07-12 working days of bank . Inconvenience is deeply regretted .  ",FBG,,,,,,,,,,NA
SLA 1,,2.02404E+12,,T,H,0,Coach - Cleanliness,Toilet,WR,RTM,CNW,Closed,02-04-2024 18:16,02-04-2024 22:27,04:11,"AI Generated Complaint Description:The toilet in AC Premium is very dirty, there is no water and it is completely wasteful.  Complaint User Input:मेरे को एच प्री में पूरा गंदा है पानी नहीं है और पूरा वेस्टइटेको","Respected Passenger, the inconvenience caused is regretted. Your complaint has been attended  by niklesh.Cleaning done. Your feedback on our efforts will be highly appreciated. We wish you a happy, safe and comfortable journey ahead.    ",19302,WR,RTM,,,SL,41,,YNK,182236,YPR  INDB EXP  [MAIL EXPRESS]
No,Excellent,2.02404E+12,,T,H,0,Electrical Equipment,Charging Points,WR,ADI,ELE,Closed,02-04-2024 18:16,02-04-2024 18:23,00:07,AI Generated Complaint Description:The charger is not working in my coach.  Complaint User Input:Charger is not working in my court,"Dear Sir Madam , inconvenience caused  is  regretted. On board Escorting staff attended and resolved your complaint. Railway is committed  to ensure comfortable, safe and secure journey of its  passenger. Your feedback on our efforts will be highly appreciated.  ",19411,WR,ADI,,,3A,55,Very fast resolved and helpful service,KSG,71618,SBIB-DLPC EXP [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Security,Unauthorized person in Ladies/Disabled Coach/SLR/Reserve Coach,NC,AGRA,RPF,Closed,02-04-2024 18:16,02-04-2024 18:36,00:19,custamar  ka kahna hai ki  diyang coach me samany pssenagr yatra kar raha hai   phone numbar 9555227815,प्रिय रेल यात्री आपकी शिकायत RPF ईदगाह को नोट करा दी गयी है धैर्य बनाये रखे गाडी ईदगाह स्टेशन पर RPF द्वारा अटेंड कर आपकी समस्या का समाधान अवश्य किया जायेगा   सूचना देने के लिए धन्यबाद समय सीमा के आधार पर शिकायत बंद की जा रही है कार्यवाही जारी रहेगी  आप अपना वैल्यूवल फीडबैक अवश्य दें आपका अच्छा फीडबैक रेलवे की कार्य प्रणाली को और भी बहतर बनाएगा   अन्य जानकारी के लिए आगरा मंडल का सिक्यूरिटी हेल्प लाइन NO 9760536719 पर सम्पर्क करें,19037,WR,BCT,,1,,,,,,AVADH EXPRESS [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Medical Assistance,Medical Assistance,NC,AGRA,CML,Closed,02-04-2024 18:16,02-04-2024 18:50,00:34,The customer requires medical assistance  as they are facing health issues leag is  pain   ,"• श्रीमान, आप को चिकित्सीय सहायता आगराफोर्ट  स्टेशन पर उपलब्ध करा दी जाएगी, रेलवे आप की सुखद यात्रा की कामना करता है| शिकायत निस्तारण के पश्चात अपना फ़ीड बैक अवश्य दें । धन्यवाद ",19037,WR,BCT,,1,,,,,,AVADH EXPRESS [MAIL EXPRESS]
SLA 1,,2.02404E+12,,T,H,0,Electrical Equipment,Air Conditioner ,WC,JBP,CHG,Closed,02-04-2024 18:16,02-04-2024 21:38,03:21,AC KAM NHI KR RHA H PEHLE BETHE LOGO SE BHI POOCHA KAFI TIME SE NHI CHL RHA H,"Respected Sir, We regret for your inconvenience. This train is running late due to bunching of  trains in section. Sir we are trying to improve our punctuality by giving clear path and make up the time as much as possible. Inconvenience caused is deeply regretted.",5272,EC,SEE,,1,2A,22,,PPI,,YPR-MFP-EXPRESS SPL [TRAIN ON DEMAND]
SLA 2,,2.02404E+12,,T,H,0,Coach - Maintenance,Window/Door locking problem,SC,SC,CNW,Closed,02-04-2024 18:16,03-04-2024 06:33,12:16,AI Generated Complaint Description:The door of my coach is broken and it has not been fixed.  Complaint User Input:मेरे कोच का इस इसी कोच का दरवाजा टूट गया है और वो बना नहीं है,"Sir,Door closer temporarily attended at  RNC, Further we also advise the concern officials for taking necessary action during primary secondary maintenance of coach.  However we thankyou for bringing the matter to our notice and assure you of our best services.                                                                                                           ",7052,SC,SC,,15,3A,58,,JAJ,,RXL-SC [TRAIN ON DEMAND]
No,Excellent,2.02404E+12,,T,H,0,Security,Luggage Left Behind/Unclaimed/Suspected Articles,WC,KOTA,RPF,Closed,02-04-2024 18:17,02-04-2024 19:02,00:45,COCH..B2 SAET..49 COCH ME EK DABA HAI JO KI LAWARIS HAI PATA NHI USME KYA HAI PASENZER DARE HUYE MO..6299625587,श्रीमान शिकायतकर्ता कुमारी रश्मि  से सम्पर्क करने पर बताया गया कि मेरी मां गाडी संख्या 13240 मे कोच नं बी 2 की सीट नं 49 पर यात्रा कर रही है। उक्त कोच मे एक बाक्स रखा हुआ है जो यात्रियों से पूछने पर किसी ने अपना होना नही बताया गया । उक्त सूचना पर गाडी में तैनात सुरक्षा पार्टी प्रधान आरक्षक जगदीश जाट के द्वारा उक्त कोच मे शिकायतकर्ता को अटैण्ड कर उक्त बाक्स को देखा गया जो कि खाली बाक्स था जिसे अलग करवा कर शिकायतकर्ता की शिकायत का समाधान किया गया। रेलवे यात्रियों की सुरक्षा संरक्षा सुनिश्चित करने हेतु प्रतिबद्व है।  ,13240,EC,DNR,,1,3A,49,,,183460,KOTA - PNBE EXPRESS [MAIL EXPRESS]
No,,2.02404E+12,,T,H,0,Water Availability,Toilet,CR,PUNE,CNW,Closed,02-04-2024 18:17,02-04-2024 19:16,00:59,PNR 2859649376 and Phone Number 8755478579,"Sir Madam, Inconvenience caused is deeply regretted.Watering will be done after train reches Daund station . If your complaint is not resolved so please call to 8007355060. Thank you for bringing the issue to our notice. After redressal of your complaint please give your valuable feedback.   ",12628,SW,SBC,,1,SL,49,,ANG,205232,NDLS-SBC KARNATAKA EXP [SUPERFAST]
SLA 1,,2.02404E+12,,T,H,0,Water Availability,Toilet,EO,KUR,CNW,Closed,02-04-2024 18:17,02-04-2024 22:19,04:02,AI Generated Complaint Description:No water supply in the bathroom of coach B11 of train number 12774.  Complaint User Input:ट्रैन नंबर 12774 बी 11 पायलट में पानी नहीं आ रहा,As confirmation from passenger watering attended at KUR and water coming.,12774,SC,SC,,,3A,57,,BAM,195279,SC-SHM AC  EXPRESS [SUPERFAST]
No,,2.02404E+12,02-04-2024 18:13,S,W,0,Reserved Ticketing,Others,IRC,IRC,IRC,Closed,02-04-2024 18:17,02-04-2024 19:03,00:46,Sangam ex s3 coach m 71 seat do candidate ko allowed kaise ho gyi,"Dear Customer, Please provided second pnr to check and resolve the issue .Please note the following ways to get the status of PNR no.: Log-on to www.indianrail.gov.in, click PNR Enquiry or Call 139.",MRE,,,,1,,,,,,NA
